NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
200001612691;2020;2;F;1;1;1;2;0;2;1.0;0;4125308.0;São Jorge do Ivaí;41.0;PR;2.0;1.0;1.0;4115200;Maringá;41;PR;1;1;1;1;600.0;570.0;579.0;589.0;495.0;494.2;536.3;516.6;DCAABBECADEDDCABDBECCCEABEABCBBEECCDEDABEAADD;BACBEEECBDDDABCECDBCABAEDADBADDCBACDDBADBECDD;AABCD99999DEACABAACAAEBEECDDADDBDEADDAADCCDAECBAAA;BBBEBEECAEAAEDDEDCBEBADCCCDDCCDBEBBCADECBAADA;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;120.0;200.0;140.0;140.0;160.0;760.0
200006200721;2020;3;F;1;1;1;2;0;2;1.0;0;4319125.0;São Martinho da Serra;43.0;RS;2.0;1.0;1.0;4316907;Santa Maria;43;RS;1;1;1;1;600.0;570.0;579.0;589.0;473.8;554.4;560.7;555.3;DABDCAAACCEDBECBAACDDCCABBECBEBDCAEDAAAACBDDC;ADBDAEEABDCDACADDDBBDAACDDABCACCAECBBCBACCADE;99999EAEDCDBCCEBADAADCAAECBAADEADECDCAEDACDECEBDAA;BDABBEECDEBADCCEEEBEAECCDBBEBDDCEACBAADBDBACA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;120.0;120.0;120.0;120.0;80.0;560.0
200006633667;2020;3;F;1;3;1;2;0;2;1.0;0;2602803.0;Buíque;26.0;PE;2.0;1.0;1.0;2601201;Arcoverde;26;PE;1;1;1;1;600.0;570.0;579.0;589.0;532.6;563.2;554.5;608.5;DCDADACAEDCBCBCABECDBCBADCDCCEADEDCDEDEABBBEC;BDBAEDECEACDACCEBBAECAAC*DDADDDCAEAAACADCECAE;AAACD99999DBACEDAAAADACDEAEAADEADCADCEBDDCDBEEBBAE;CDCCBAEAAECBEBAEDECAEECCACEEADDEEDADEDACBCDBA;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;160.0;160.0;140.0;160.0;180.0;800.0
200003981798;2020;2;M;1;3;1;2;0;3;1.0;0;2927408.0;Salvador;29.0;BA;4.0;1.0;1.0;2927408;Salvador;29;BA;1;1;1;1;600.0;570.0;579.0;589.0;381.9;444.8;529.9;671.6;BADACBDEBDCDCABEDBECDDDBBBCBCDECACCDDEAAAECAD;BAADEEEADDEBACCEEDCCEAAEBCADBAADDBACCBBDBCBDE;AAAAD99999DECCCDAEABDCCAECACADECDECDBEBCAAEBCABAAD;BABCABBBCEACEAADBDAACEDCCAAED.DCDACDEABCEDBCA;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;160.0;160.0;140.0;160.0;180.0;800.0
200005805808;2020;3;M;1;3;1;2;0;2;1.0;0;2302602.0;Camocim;23.0;CE;2.0;1.0;1.0;2302602;Camocim;23;CE;1;1;1;1;597.0;569.0;580.0;587.0;453.4;382.3;487.3;477.8;DDEDAABBCDDCDADCDCCCDADDDCBDCAADADBCABBBCBBCB;BEAAEBDCACCBABDCAACDACBAEEBBCBCADBEBAEBCAEDCE;CEBDE99999CCCABABECCCEDADAECAACAEDCBDDEADAAADDCCCA;BADDBBDBAADCBCBDBDCBEABEDADCEADCCDDEBBCAEDACE;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;80.0;120.0;100.0;80.0;60.0;440.0
200002960677;2020;3;F;1;3;1;2;0;2;1.0;0;4102000.0;Assis Chateaubriand;41.0;PR;1.0;1.0;1.0;4102000;Assis Chateaubriand;41;PR;1;1;1;1;600.0;570.0;579.0;589.0;422.9;561.0;556.8;530.3;DBCACCCDEDEBCBCAAEEADACBDBEECBCDEDBBDEEAEDBAD;BDDAECCCAADDACDECBABDADBADCCBDDCAEBABBAADAADE;DACDC99999DBECDBADBADEBCCCDEADECDCEDDEEDDECBCEBBAA;BADECACCBDAEEBDEADBBBECDCADACBCBEDCAEDAABEBBC;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;4.0;0.0;0.0;0.0;0.0;0.0;0.0
200001477879;2020;2;M;1;1;1;2;0;3;1.0;0;4104808.0;Cascavel;41.0;PR;4.0;1.0;1.0;4104808;Cascavel;41;PR;1;1;1;1;702.0;689.0;693.0;698.0;623.2;594.3;584.9;846.1;EDAAEBCCCDDCDBADCBCCBCDCACEACEABEDDBAEACBBADE;BCAEBCBDCABEAABBBAAAAEBABEDDAEDEBEBCADDABAEDB;EAACD99999DEDDAAEDDDDCCACEADDEDDBBEABCDDADABCCCBCB;BBEADECAECBBDCEBADAACDEDACEDADDADCBCCBBDACBED;0;ABBACBCCCDDDDBAEEBECEDACABDCBEDAECDABECCBBADE;BCEECDBCCDEBDBBBBEAAAEACBCDDDBDDBABDABDDBAABC;EDACD99999BEEDBAEDBCECCACCADCEBBCBEABCADAABBAEDBEA;BBEADECAECBBXCEBADBACAEDACEDADAADCBCCBBDABBEE;1.0;140.0;120.0;80.0;120.0;120.0;580.0
200004548747;2020;3;M;1;3;1;2;0;2;1.0;0;2706307.0;Palmeira dos Índios;27.0;AL;1.0;1.0;1.0;2706307;Palmeira dos Índios;27;AL;1;1;1;1;600.0;570.0;579.0;589.0;550.7;587.7;596.8;734.3;DCCDDDCDACEDCAADACEDBCDEBACADDCEEACCDCDEDBEDC;BDDDDEBABDCDCDCBEADDDADCDDCCAAACEDECBBDAAEAAE;AABDD99999DBCCAEADAAECBAEBAAADEBCDCDEEEDAACEBBBDAC;BACCDEBDCCCBDBCCCDCEEEBCCAABCCBCEDCDEDACBBDBA;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;160.0;200.0;200.0;200.0;200.0;960.0
200002203943;2020;3;M;1;2;1;2;0;3;1.0;0;2927408.0;Salvador;29.0;BA;4.0;1.0;1.0;2927408;Salvador;29;BA;1;1;1;1;597.0;569.0;580.0;587.0;505.6;586.6;595.0;602.6;DDBDEDACCDDEAEEE*EABDCDBBECDECECABBAEBDBCDAAB;AECABADBDDBBCECEBCDACDACABABCCEAAADEECDCDCCBA;DCDAA99999DBEBBEACBADEDBADEDEADAACCCDDEADEADBBCCDA;BACCBCEEBDCBBDCBDCDADBBEDCADECEBCEBCABBEDDABC;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;120.0;200.0;160.0;160.0;140.0;780.0
200003986164;2020;2;F;1;3;1;2;0;2;1.0;0;1501782.0;Breu Branco;15.0;PA;2.0;1.0;1.0;1501782;Breu Branco;15;PA;1;1;1;1;597.0;569.0;580.0;587.0;368.5;433.0;529.3;334.5;EEBBBECCACDEADCBAEACACDDCCCDCADDEBDEDBDCADBEA;BCAAADDBCDCBDEEAAEEDDBCACDBBECCEADDABEBCAEABE;99999EDEACDBDBBDCABECADAADEABBDBADDEDEABDBAACEACAA;DBAEDBCEDDBBADEEAEBCACABDCEDBAECBDECBBDABEDBA;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;140.0;160.0;160.0;160.0;60.0;680.0
200003505073;2020;2;M;1;3;1;2;0;2;1.0;0;2110039.0;Santa Luzia do Paruá;21.0;MA;2.0;1.0;1.0;2110039;Santa Luzia do Paruá;21;MA;1;1;1;1;600.0;570.0;579.0;589.0;420.8;454.0;430.6;388.8;BBEBCCCDDAEBCDACECECAECCBDBDDDDAADDDBACBBCCAD;ADCCBABCEAACDBCCECEDDCEDDCCAEDACAABBECDADDCAE;99999BDAADDBAEADCCADAEBACCBAADCADBBDACBEEADCEDCBAD;EDDDDABEAAECBAEACCDBDBEABCDCDDBCADBCDBADBAAAA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;100.0;80.0;120.0;120.0;100.0;520.0
200005675287;2020;4;F;1;3;1;2;0;2;1.0;0;2921500.0;Monte Santo;29.0;BA;4.0;2.0;1.0;2906808;Cansanção;29;BA;1;1;1;1;598.0;567.0;577.0;588.0;413.7;553.8;446.7;454.7;DAABDACCEEDABEDDECAEEBABCDEAABACDEEDABDCEACAC;ABECBDCAACDBEECABCADEABDAEBDCCADADCEABDCABCDC;99999AEADCADABDAAAEBBACEDAECECADECDBBBCDEEACACEACD;DECDACAEBDACBECCADECDBABEBCDBCAEDABBCACDEDCAE;1;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;100.0;40.0;40.0;80.0;0.0;260.0
200002323469;2020;3;M;1;3;1;2;0;3;1.0;0;2304400.0;Fortaleza;23.0;CE;4.0;1.0;1.0;2304400;Fortaleza;23;CE;1;1;1;1;600.0;570.0;579.0;589.0;589.5;640.6;537.5;825.1;DADBCDDEDDEDBDAABABBCCEDDABDCECEDACDECDEEBEDD;BDDAECBCEACDECAEADCEDACCDDECAADCACCCABBDAABDE;99999EEEABDEBCAABCAEDBEACBBDADBBCECDBAADCAEBCBBDAA;BDECDABCCECBDBACCDBEEEBCCAABECADBECCEDBCACCEA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;140.0;160.0;140.0;160.0;180.0;780.0
200002373517;2020;2;M;1;1;1;2;0;3;1.0;0;3304557.0;Rio de Janeiro;33.0;RJ;4.0;1.0;1.0;3304557;Rio de Janeiro;33;RJ;1;1;1;1;600.0;570.0;579.0;589.0;389.0;538.5;578.4;591.6;AEEADCDEBACDDDABEEECECDADCAACECBCCEADEABDEAEC;BDAEEEEABCBBAACABBADDAECCDCABCDCDDCBACAAACEAE;AAABC99999DBBCDDADBADAADEDBDADEBDDADCEDACADAEABDAE;CDDCAABCBEDDDBBDEECAEECCBDDAACCEBBCCECDBDDBDA;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;140.0;160.0;120.0;140.0;140.0;700.0
200003584196;2020;3;M;1;2;1;2;0;2;1.0;0;4205803.0;Garuva;42.0;SC;2.0;1.0;1.0;4209102;Joinville;42;SC;1;1;1;1;598.0;567.0;577.0;588.0;448.7;416.4;481.2;476.4;CACDBDADEECADBDDBDBADCEBADAABDEECAEDBDBCBDCDE;DCADBDADBCDCBEADBCBEEBEADBACDAEDCBDBCBDABCEEA;AEECC99999C*BACEDBEBADDCBBADAADBEAEACBDECEBCCBABBA;ECDEAACCBABADECEBDECEABBABCBEACCDBEEBDCEBB*AC;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;120.0;40.0;40.0;100.0;40.0;340.0
200002851049;2020;2;F;1;3;1;2;0;2;1.0;0;3541000.0;Praia Grande;35.0;SP;2.0;1.0;1.0;3541000;Praia Grande;35;SP;1;1;1;1;597.0;569.0;580.0;587.0;430.4;412.9;532.8;490.6;DCABBDDBDEDCCDDA*CABEBCDBEBCDBEDACBBCADDE*EAC;CDAABEEDCCBDCBDDDAEDDDABACBDBDBBCABBCBEACEDBB;CBDAA99999CDBBBDAEBEEADBAAAEADEDAAECDDCBDEBBBCBCDB;AEBCCDCDAEBAAEADDACBDAAEDADDBCACAEABABBDEBECE;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;120.0;120.0;80.0;80.0;80.0;480.0
200006479047;2020;3;F;1;1;1;2;0;2;1.0;0;4316808.0;Santa Cruz do Sul;43.0;RS;2.0;1.0;1.0;4316808;Santa Cruz do Sul;43;RS;1;1;1;1;600.0;570.0;579.0;589.0;422.0;518.1;550.0;500.0;DABACCEACDEBADEECEADCCAABCBEADDEEDBCA.DAEBDCB;BDCAECBADDBDAECABDDCAAEBEDCEADDABECAA..ACDBEE;99999AEBACDBACACDDBADAEACBECAAECADCDAEEDBACEABBABD;BDCEBDBCBEBA*CABBD.E.DACADCECCEBDDDBBADCADABA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;120.0;180.0;120.0;100.0;80.0;600.0
200003978830;2020;3;F;1;1;2;2;0;3;1.0;0;5218508.0;Quirinópolis;52.0;GO;4.0;1.0;1.0;5218508;Quirinópolis;52;GO;1;1;1;1;599.0;568.0;578.0;590.0;546.5;627.0;614.7;653.8;CDCBBACAAACEDECAEBEBCECBDCCBADDDDBBDACEDECEAE;EBEEACBDEDDABBDCDDCBEECDACABDCDADEAEAAABDDECB;CDEAA99999AEBEDADADACBDBBEDAAADCCDBCBBAACCCEADEBBE;CDEEABCDECBAACEEBABCDBEEEEDDBCCDDCBDCEACCACAB;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;160.0;180.0;160.0;180.0;200.0;880.0
200005631046;2020;3;F;1;1;1;2;0;2;1.0;0;4314902.0;Porto Alegre;43.0;RS;4.0;1.0;1.0;4314902;Porto Alegre;43;RS;1;1;1;1;598.0;567.0;577.0;588.0;567.0;485.6;576.6;443.6;DAEECDCCCEDDACECEDBCDACCDBECCDCDECDDEBDBAEDBD;CBABCAAADADCDECEACBAEACCECCCCCDACDDEEACECDCDD;AACDC99999CECBABCCABBDBDBBACCCDDEEDEBCAADEDCEDBDBC;CBCDDDAECCAEDBDDBDDCDEBBCBDDCECDBCEEBECBCDCBB;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;140.0;140.0;140.0;180.0;180.0;780.0
200003380211;2020;3;M;1;1;1;2;0;3;1.0;0;3164704.0;São Sebastião do Paraíso;31.0;MG;4.0;1.0;1.0;3164704;São Sebastião do Paraíso;31;MG;1;1;1;1;600.0;570.0;579.0;589.0;641.2;647.9;611.7;747.1;DCBDCBCAEDDDABEAEACDBCCDBCEDDECECDCBCCCEDDDDD;BBDAACECBDCDACBEBDCDDADCDDDAADECADCCABEDBACDE;AAACC99999DBBCAEADCADEABEDADADEBDCADDEADECDAAABDAE;AAECBABCECDBDBAECEEEEECCDEAACCADEACBEDBCBBEBA;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;120.0;120.0;120.0;120.0;140.0;620.0
200003286716;2020;2;F;1;3;1;2;0;2;1.0;0;5002704.0;Campo Grande;50.0;MS;2.0;1.0;1.0;5002704;Campo Grande;50;MS;1;1;1;1;600.0;570.0;579.0;589.0;439.7;536.3;548.4;514.2;DACEDADBCBBBDABBDAEABDABDCDDBEADEADADAEACADEC;BDBEDCBCDDABDCADEDBDAADCEDCAADDCBACBACBBCEEEE;99999ADEBCDBAEADCDADEABAEBAEADEBACADAEABCDBACABAAE;BDDEBBCBCEACECBEAECABECCBCBDDCCBBECBDCDBDBDBA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;120.0;120.0;120.0;140.0;120.0;620.0
200006380715;2020;3;F;1;1;1;2;0;3;1.0;0;2304400.0;Fortaleza;23.0;CE;4.0;1.0;4.0;2304400;Fortaleza;23;CE;1;1;1;1;597.0;569.0;580.0;587.0;510.3;544.7;562.9;564.9;ADBEADCCDBBEEECBCEABBCDDBBDBDDECBCBBBDBEDDBCA;AEDEAADBEAAADECDDADAADAEACAACEDDAAEEECABDAEBB;CCDEA99999CBAABDAEBAAADBDEAABDDAADECDDCBDEBDBCBAEA;EABCDABDAEBBCBDCCCEDDBAEDBCDBCBBDCBEABACEDBBA;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;140.0;160.0;100.0;160.0;140.0;700.0
200002807898;2020;4;F;1;1;1;2;0;2;1.0;0;4208906.0;Jaraguá do Sul;42.0;SC;2.0;1.0;1.0;4208906;Jaraguá do Sul;42;SC;1;1;1;1;599.0;568.0;578.0;590.0;412.7;470.5;418.0;337.0;ADCBACDCEABBCCDAEBDDCDBDDEBDACECECBDADBACDEBC;BBECCADADACBABAEDCEDDBAECEBBDCDBDAEAADCDBDCCE;ADBDD99999CCCCBBACCAEBCAEEDCBECDDDADBBDEDEACDBDABD;DBEDCEADCABBCADBDCAACDEEBCAEBEDDADCBAADEDEBDE;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;120.0;120.0;120.0;120.0;100.0;580.0
200005746176;2020;2;F;1;1;1;2;0;3;1.0;0;3548906.0;São Carlos;35.0;SP;4.0;1.0;1.0;3548906;São Carlos;35;SP;1;1;1;1;598.0;567.0;577.0;588.0;546.4;618.9;683.6;620.8;EAECDCABCECBDBEBAECDDACBCDECEDCAADDDEADCCACBC;DCAABADDABCACEECBCCAAEDEABBCCCBECDCAABDABEBDD;AAEBC99999CEAACBBEBBEDABDBAADADDECAEBADADEACAEADBC;CEABCEDEECCDCACCDAACBADDABCADCEDACDEBBBBCADBB;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;180.0;200.0;200.0;160.0;200.0;940.0
200005956284;2020;4;M;1;1;1;2;0;2;1.0;0;2308104.0;Mauriti;23.0;CE;2.0;1.0;1.0;2308104;Mauriti;23;CE;1;1;1;1;599.0;568.0;578.0;590.0;352.7;362.4;411.0;438.1;ABBBAADEDCAC*EEEDAEDAEECAECBBECCCEEEEBBBAADDD;EDCBABCCCECACDEEBEEAACCABBBBDDEBDACBCCADDDDDD;99999BC.BEDBACB.AAAEEDCBABCDEDCBABCCBCBBECADDDBBDE;EEDDCCCCAAACD.EBBDEACDEDBCDAAABDEACEEAEDEEBBC;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;80.0;60.0;60.0;80.0;0.0;280.0
200001241995;2020;2;M;1;3;1;2;0;2;1.0;0;3505708.0;Barueri;35.0;SP;3.0;1.0;1.0;3547304;Santana de Parnaíba;35;SP;1;1;1;1;599.0;568.0;578.0;590.0;624.1;711.9;657.6;676.5;CEDDADCCEECCDEDACADDBEBACADDCCDDDDBDCCCDDABCB;BBECACCDEDDAABACDDCBBADAACCBACDBDEECAADEDEECE;CDDAA99999AEBBDADADAAACBAEADEADACDBCDBEAECCEADDBBD;CCECADCDAACABAEEBDDCDCECBEAAACBCCCEADCCDEBCBB;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;160.0;120.0;160.0;140.0;200.0;780.0
200001282166;2020;3;M;0;3;1;2;0;2;1.0;0;2111300.0;São Luís;21.0;MA;2.0;1.0;1.0;2111300;São Luís;21;MA;1;1;1;1;600.0;570.0;579.0;589.0;463.3;481.5;393.9;554.3;DADECCBDBCDCCBCDABECCCCCBECDAEBEDEBCACECDABCC;BBDACDDCAECAEEDBBACCDABBDCADCADACCAAEBAAAABAE;99999AEDAEDABBDDBDEBCEDADDABBBDBAEDACDCCAACAEBCCDA;BABEBCBBABBAEBDCCDBEBECDEEBCDBDCECDCBCBAADDBA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;120.0;40.0;40.0;120.0;40.0;360.0
200001399475;2020;2;F;1;3;1;2;0;2;1.0;0;2609303.0;Mirandiba;26.0;PE;2.0;1.0;1.0;2609303;Mirandiba;26;PE;1;1;1;1;598.0;567.0;577.0;588.0;383.4;379.3;434.5;354.8;EAABCBADBCBCEAAEDEBDCAEECBBABCACDBDCCADADBEAD;BACDADCBABACDEBBACABCBBCBACDACECBCADBAACBBABD;BCEAB99999CAECEACEBBCCBACACEDEDDABAABECCEBAECBCACD;DAEBADDDEBBBDBDDAABDADDDCAABDCCECDACDDDECCCEB;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;100.0;120.0;100.0;100.0;20.0;440.0
