NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
200002060016;2020;9;F;1;3;1;1;6;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;1;1;1;1;599.0;568.0;578.0;590.0;416.3;489.2;533.4;518.0;ADCEBDCEDAEEBBCADABEADDDDDDAECADCBDACDABBEEDD;EBEEECBDECDADDBDADDBBCACABAECDDADDDDDACCBDCCA;99999BAEDBACBCDEDDAACAAEAEEDBBDBADCEDCEABCDDBAEABE;CBDDDDDCBBBABEDDBDEEDAECEEBACDADDDDCCDCADECCB;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;160.0;160.0;120.0;140.0;180.0;760.0;E;E;D;B;4.0;G;A;B;C;B;A;B;B;B;A;A;A;A;B;A;A;D;B;B;B
200005949581;2020;4;F;1;3;1;2;0;2;1.0;0;1501402.0;Belém;15.0;PA;4.0;1.0;1.0;1501402;Belém;15;PA;1;1;1;1;600.0;570.0;579.0;589.0;396.3;509.5;453.9;414.0;DABCAEBDADBCBEBBEBEBBDCACDBABDABECBBDCCBACBAC;BAACBADCCEBDACCCBBCDCACBCAEEACACDCEBCBBCEBCBE;99999DEDAEDABEACBDBADABACBACAAEAABDCABBEBCBBEADACA;DECABBAAAEBBEAEBEADAACCDCCDCABABEAEACBECDDCBA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;100.0;120.0;120.0;100.0;40.0;480.0;E;E;D;B;5.0;B;A;C;D;B;A;B;B;B;A;B;A;A;C;A;A;D;B;B;B
200002406497;2020;2;F;1;3;1;2;0;2;1.0;0;;;;;;;;3139409;Manhuaçu;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;D;D;B;4.0;I;A;C;D;B;A;B;A;B;A;B;A;B;C;B;A;E;A;B;B
200004794638;2020;8;M;1;3;1;1;0;1;;0;;;;;;;;4306106;Cruz Alta;43;RS;1;1;1;1;599.0;568.0;578.0;590.0;509.6;491.0;526.1;585.1;ADBBEBBECACCBCEAECDCEEBAADBCDCDDDDEDCEAACAEAE;DEECEACDEEDBBBECEBBACBBBEEDDDCDDCACACCACDDEEB;99999DAAEAEEBACADACAEBABAEEDCADBADACEAADDBCCADDCAD;ABBDAECDAEBABEEEBAAEBAEABDECDEDCDCCCBCBECEADC;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;100.0;40.0;40.0;80.0;40.0;300.0;E;E;C;A;2.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
200006471598;2020;3;F;1;3;1;2;0;2;1.0;0;;;;;;;;2512101;Pombal;25;PB;1;1;1;1;600.0;570.0;579.0;589.0;504.1;440.3;436.1;520.6;DADBDCECADDBEAECDECBDCADBAECBCDCACDEACCBABDDC;DDBADECABDCDBCAEAEDDDCABDDDBEACBEADBECADBDECD;AECAC99999DBCBBCADEAABAACCDEEBDACEBDEDCBAACDBCADED;BADEBCCADCBEECDEBDACEBBCDEBCBADEDADBECABCEDDA;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;120.0;200.0;100.0;100.0;120.0;640.0;A;B;F;B;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200001668453;2020;12;M;2;3;1;1;14;1;;0;;;;;;;;2925105;Poções;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;A;A;A;A;4.0;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
200003153011;2020;5;F;1;3;1;2;0;2;1.0;0;1505304.0;Oriximiná;15.0;PA;2.0;1.0;1.0;1505304;Oriximiná;15;PA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;B;A;A;3.0;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;D;A;A;A
200003310012;2020;8;M;1;3;1;1;5;1;;0;;;;;;;;2304400;Fortaleza;23;CE;1;1;1;1;599.0;568.0;578.0;590.0;684.5;743.1;641.7;786.3;CBDCBACAAECCBDDEEBDDAEDBCEEEBCCDDCBDCDDBAAECB;BDECBCCDEDDADBDCEBCBBEDABACBACDBDEECCADBDBECE;CDDAA99999BCBADCCADAABABAEADEDDECDBDDAACABADBDEBBE;CDBCCACCACDACEEEBAECBCDCEECBACCCECCBADDCBDABB;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;160.0;200.0;200.0;200.0;180.0;940.0;F;F;D;D;4.0;B;A;B;C;B;A;B;B;A;A;B;A;A;C;A;B;E;A;A;B
200004640116;2020;2;M;1;3;1;2;0;2;1.0;0;;;;;;;;4101408;Apucarana;41;PR;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;C;A;A;5.0;A;A;C;D;B;A;C;B;B;B;B;A;A;B;B;A;E;A;B;A
200001790417;2020;9;M;1;3;1;1;7;1;;0;;;;;;;;2309409;Novo Oriente;23;CE;1;1;1;1;598.0;567.0;577.0;588.0;603.7;450.5;545.1;467.7;CACBEBDCACAADEEDADCEDADADBECEDAEDCDDCAEEBCDCA;EDCABDCAAEDCDEBABDBEBAEBAEDCECCEDDACBEABB*AEC;99999ADBEEAADCBEBCABEDBADAADEEDAEACEBACEEACCDDADBC;BDBCABBACBDABADAEEDBCBDBACECBDDBDCEABDBCAEDBC;1;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;120.0;120.0;120.0;120.0;120.0;600.0;A;D;A;A;3.0;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
200004686523;2020;6;F;1;3;1;1;3;1;;0;;;;;;;;5213087;Minaçu;52;GO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;C;C;B;6.0;B;A;B;D;A;A;B;A;A;A;A;A;A;B;B;A;D;A;B;B
200005112601;2020;9;F;1;3;1;1;7;1;;0;;;;;;;;2906808;Cansanção;29;BA;1;1;1;1;598.0;567.0;577.0;588.0;499.8;506.5;485.6;376.6;EACBDCABCECCCCECBADBDABBBEAACEDCECEDCBDDBCDAC;EDBACEDDADBDDEECACECABCAAEEABCBDCDCEDCDBEACBA;AECCC99999DAAADEBCABDCCDCCACAAADEECCCACCDEDEACDDBD;CDADCEACADBADBCDDDADBBECABCCEABAEECDABCDEEABB;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;160.0;200.0;140.0;140.0;200.0;840.0;A;B;A;A;7.0;D;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
200006541845;2020;2;F;1;3;1;2;0;2;1.0;0;3106200.0;Belo Horizonte;31.0;MG;2.0;1.0;1.0;3106200;Belo Horizonte;31;MG;1;1;1;1;599.0;568.0;578.0;590.0;523.8;602.5;567.9;612.7;EDCEDACBBACEEACEDAEECEBCCBCCDBEDCDEDABADADCDB;ABEBDECDEDAACBDCDDCBEAEDBACADCCEDCECEDABDDECE;99999BDECAACBCEADACADACBEEBDEDDBBDBCABACBEACADDBBD;CEDDABBAACBACCBEBDDEEBADDEBCBCCDBCBADEBDACDEB;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;120.0;120.0;120.0;120.0;120.0;600.0;E;E;C;B;4.0;D;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
200004466236;2020;5;M;1;3;1;1;2;1;;0;;;;;;;;1502103;Cametá;15;PA;1;1;1;1;598.0;567.0;577.0;588.0;493.6;536.0;527.3;626.6;CEEDEDBCCCAEEAEECDBEEACDAEEBABAEBCDBAEDBBDCCC;BAACBBADADBEAAABACEAEAAAADEDCBAACDAEAACDAACDD;99999AAEAAAACECACEABCACEDCADEDCCDABEBAAAAEECAADDBA;AEDBDEBEBECDAADABEBCCBABEDDAEABDCADEAABEBCDAB;1;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;120.0;40.0;40.0;120.0;40.0;360.0;F;E;D;A;4.0;F;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;A;A;B;B
200006184022;2020;4;M;1;3;2;1;2;1;;0;;;;;;;;2507309;Jacaraú;25;PB;1;1;1;1;599.0;568.0;578.0;590.0;463.8;378.9;403.9;616.4;ABDBCCACBDBDEDCAAADBBAAECABBADDCAEBBDDCBCAECC;BADCAACBABBBDEACBBDEEAABBDBEABCCCBEDBADDAACED;99999DAEABDBCDBAAAAEEECBCEAECAAACBBCAADAACBDBADBAC;CBBDEADCEECACCBEBDCEEBEDEEECAEBBBCEECEADBDBBC;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;100.0;120.0;100.0;120.0;140.0;580.0;B;D;A;A;3.0;B;A;B;C;B;A;B;B;A;A;A;A;B;B;B;A;D;A;B;B
200003083334;2020;4;F;1;3;1;1;2;1;;0;;;;;;;;2611606;Recife;26;PE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;C;B;2.0;B;A;B;C;A;A;B;B;A;A;B;A;A;B;A;A;C;A;A;B
200004594460;2020;15;M;1;3;1;1;14;1;;0;;;;;;;;3106200;Belo Horizonte;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;C;C;C;1.0;J;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;B;B;B
200002633730;2020;3;F;1;3;1;2;0;2;1.0;0;2309300.0;Nova Russas;23.0;CE;2.0;1.0;1.0;2309300;Nova Russas;23;CE;1;1;1;1;597.0;569.0;580.0;587.0;376.1;376.6;499.8;387.4;BDDEBDDCCCCBEDCCBEACBCBBEACBCADEDEBDABDCAEACE;DDAAAEEECCABCDEEDBDBEDEECECBCAACDECDDBCECBCDE;99999ABCBECBEBBCACBEEEDBCEEBCBCCDCEEDDAADEAEBCCCEE;DACDAABEDDDADADEAEDEECAEAAEDAAACBDECABBAADBAE;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;100.0;120.0;80.0;80.0;0.0;380.0;B;B;A;A;5.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
200005197202;2020;6;F;1;3;1;1;3;1;;0;;;;;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;F;C;D;5.0;H;A;D;D;B;A;B;B;B;A;B;A;B;C;B;A;E;B;B;B
200001072289;2020;3;M;1;3;2;2;0;2;1.0;0;5300108.0;Brasília;53.0;DF;1.0;1.0;1.0;5300108;Brasília;53;DF;1;1;1;1;597.0;569.0;580.0;587.0;612.2;578.4;562.1;709.3;DABECCDABECEAEDCCEEDAEDCBDACCDECCDEACBEADDEDB;DEDCABEADECBABCDDAEDADAABBDCECCBABDECCCCADDBB;DEDAA99999AADBBBBCDEAADCDEEAACDAACEEDAEBDDBDBCCDEB;DCCCCEEBCDEECBDCBCDBDEAEBCEDEBBBAACEACBAEBABC;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;160.0;200.0;160.0;180.0;200.0;900.0;E;C;D;F;4.0;J;A;C;D;B;A;B;B;B;A;A;A;B;B;A;A;E;A;C;B
200005315523;2020;3;F;1;3;1;2;0;2;1.0;0;2302602.0;Camocim;23.0;CE;2.0;1.0;1.0;2302602;Camocim;23;CE;1;1;1;1;599.0;568.0;578.0;590.0;484.3;352.8;478.5;367.0;ADCCEABECACCCDCABBDBAEBBCAAECDEDBCDDBCBADEABA;ADACBCBDDBCCBEABCADDBADACBCACAAACBBACCDBABDAE;99999ACBCBCCAADABACCACCDADBCEBBAADABCDAEDACDADEBBA;CBDEBCBDCBCEAAEECEBDCAEBDBBDCBDCDDCECCCABCBDC;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;120.0;120.0;100.0;100.0;80.0;520.0;H;D;F;B;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200001336990;2020;3;M;1;3;1;1;1;1;;0;;;;;;;;3204609;Santa Teresa;32;ES;1;1;1;1;598.0;567.0;577.0;588.0;346.8;488.4;511.1;428.8;BACECECBCEADBBEAECEAAADAECBADABCEDACAECCABCAE;EACCBDCDCADACDECABADEAECDCBEBDEDADEEBADEABBAD;99999CEEDEADDBBEBEBBADAACEADABDDEBBAABCDDABAEBCDBA;EBDCEDACBEEDCCDDBBBCABABAAEBACAEDBEACBCEADCEB;1;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;140.0;120.0;120.0;80.0;100.0;560.0;B;D;C;C;5.0;B;B;B;E;A;A;C;A;B;A;B;A;A;C;A;A;D;A;A;B
200001720893;2020;6;M;1;3;1;2;0;2;1.0;0;2304400.0;Fortaleza;23.0;CE;2.0;1.0;1.0;2304400;Fortaleza;23;CE;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;D;C;C;B;4.0;C;A;B;B;A;A;B;A;A;A;A;A;A;C;A;A;D;A;A;B
200003053156;2020;3;F;1;3;1;2;0;2;1.0;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;597.0;569.0;580.0;587.0;510.2;518.4;564.0;514.6;EDDDECDBCDCBCDDACCAECDDCEECCABBEEBEECADEEDBCD;DEEAAABEDDBABABDDEBDABADBADCEACAAAADBCBCEAABB;BBDAA99999DACEBEAEBAAADAEAACABDBACACDEAADEDCCCCDEA;AABDDEEAADBDECDBC*BBECBEEBBBEABCDCDBCBDDABAAC;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;100.0;120.0;100.0;120.0;120.0;560.0;E;D;A;D;2.0;F;A;B;C;B;A;B;A;B;A;B;A;A;C;A;A;C;A;A;B
200004167905;2020;3;M;1;3;1;2;0;2;1.0;0;2112209.0;Timon;21.0;MA;1.0;1.0;1.0;2112209;Timon;21;MA;1;1;1;1;600.0;570.0;579.0;589.0;515.1;529.1;534.4;341.3;DCABDACEDADBCBABDABCDCDCBCCDBECACACBDECABBCDC;BDDAECEBDDBDACEDCDDCBACBCDBBAACCEECAEEADAAEAC;ADACD99999DBCCACCCAAEABAEBBCADEBEDEDCEDDBCEBBABAAA;ABCCBDCBCECDCDBDEDBBDBCDECECBCCEACDEBCDBDBCDC;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;100.0;40.0;40.0;100.0;40.0;320.0;C;D;B;B;4.0;A;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
200002501667;2020;6;F;1;3;1;1;3;1;;0;;;;;;;;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;B;A;3.0;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
200005341827;2020;15;F;1;3;1;1;0;1;;0;;;;;;;;1501402;Belém;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;H;F;F;3.0;B;A;B;B;A;A;B;B;B;A;A;A;A;B;A;A;B;A;A;B
200003931622;2020;3;F;1;3;1;2;0;2;1.0;0;3151206.0;Pirapora;31.0;MG;2.0;1.0;1.0;3151206;Pirapora;31;MG;1;1;1;1;599.0;568.0;578.0;590.0;470.6;539.6;560.7;592.7;EABDECDACDDCCCAACABBAAADCDBCACDDDDBECEDCAAEAD;EDDCEEBEEDAAABABDAACCEBACABAADDCDCAAACACCDECE;99999CCBAEAEBDEDDACAAEDCAEAAEECDCDEBDAAADCCBADDBBA;CCBBAEBABBAACEBEDABEECEDDEACACBDDCBEAEDAAAAEC;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;120.0;160.0;120.0;100.0;100.0;600.0;E;F;B;F;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;C;A;A;B
200003726753;2020;2;F;1;3;1;3;0;1;;1;;;;;;;;5208707;Goiânia;52;GO;1;1;1;1;599.0;568.0;578.0;590.0;380.6;418.5;430.8;405.8;ADBCECDAB*DCACEACBBEABADCBBCAEECDBADAEADCCACD;BEDCEACADCDCBAECEDCBBAADECABDCBBECADBCAEBCBDB;BCCAD99999EDADEABACACEAAACDEDBACEDBDCAAEBB.CABECEB;BCEADABBDBBADAABDACAAEBBDCCDCEBDBDCEEBDBAEBEC;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;140.0;120.0;100.0;120.0;60.0;540.0;E;E;D;D;3.0;B;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
200005239774;2020;8;M;1;3;2;1;6;1;;0;;;;;;;;2916401;Itapetinga;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;C;A;A;4.0;A;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200006017292;2020;10;F;1;3;1;1;5;1;;0;;;;;;;;2933307;Vitória da Conquista;29;BA;1;1;1;1;597.0;569.0;580.0;587.0;495.6;524.6;484.1;526.8;EDBBABEDACDAEDCEDBECEADBBDCDBBACACBAEBDABDCEA;DECBADABACCBAEBEDADDECADEBADCACDBCDDEADCDECBD;CCBAE99999CBEEBDBEDBCDDCABEAADDCACCABABADABABDECAC;CABBADEECEADEACBADBEBDBEBCEDEDCBBCDDD*DEEBDDA;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;80.0;120.0;80.0;80.0;120.0;480.0;B;C;C;C;4.0;C;A;B;C;B;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
200004438695;2020;7;F;1;3;1;1;6;1;;0;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;597.0;569.0;580.0;587.0;511.5;555.4;557.6;485.5;EDADBADBDDDAADDECBAEBEDAACBEEBACEDCEEABBCDAAE;DECBADDBCAEABACEDBEDEDACCEEDCADAAADEBCBCDEBBD;99999AEEEDDBCABBEEBAACDBDAEECACABCACDDABDEBABCCBBA;AABCBEAECEBADAADBDAAEDBEECAEEAACCEABABEEABDCE;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;140.0;40.0;40.0;140.0;40.0;400.0;B;B;A;A;4.0;B;A;B;E;A;A;B;A;A;A;A;A;A;C;A;B;E;A;B;B
200004998767;2020;6;M;1;3;1;1;0;1;;0;;;;;;;;3550308;São Paulo;35;SP;1;1;1;1;599.0;568.0;578.0;590.0;510.2;537.5;457.5;404.4;BAEDADCABDCABDEECBDECEEDCDEADBEEDDABABADBAEAC;BBECEDCAEEDAADDBABCACEBDBCCEDEDAEAAEDBAADAEEE;AEBAA99999ACDDEDDBAADBDBEEEDECABAEBDCDBEABCADDECAB;BEDBEEABCCDBAAEEDBBCEBBDEBCACDBADAEAECDCADDCC;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;120.0;60.0;60.0;100.0;60.0;400.0;E;E;C;D;3.0;D;A;B;B;A;A;B;B;B;A;B;A;A;B;A;A;B;A;A;B
200002124597;2020;2;F;1;3;1;2;0;2;1.0;0;;;;;;;;3152006;Pompéu;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;C;B;B;7.0;D;A;C;E;A;A;B;A;B;A;A;A;A;B;A;A;A;A;A;B
200003758260;2020;3;M;1;3;1;1;1;1;;0;;;;;;;;2805703;Propriá;28;SE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;D;B;5.0;B;A;B;D;A;B;B;A;B;A;B;A;B;C;A;B;C;A;A;B
200004644020;2020;11;M;2;3;1;1;9;1;;0;;;;;;;;2404200;Goianinha;24;RN;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;E;C;A;2.0;F;A;C;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
200005789084;2020;3;F;1;3;1;1;1;1;;0;;;;;;;;1502939;Dom Eliseu;15;PA;1;1;1;1;600.0;570.0;579.0;589.0;428.6;522.9;549.3;611.0;DABCDBDDEBEECACBAEEBDACBCEBEABACCEABDAEACBDDD;BBDBACDAADAEBADAACAEDAECDDCCABDAAAEDBCABCEEBE;99999EAEDCDACCACADCADABABBBAAAEECAADBEDDAACAEABABA;BABECABCBACADCEAAEAADECCCBDCBBCDEABAEDCCCDEBA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;120.0;120.0;80.0;120.0;120.0;560.0;E;D;E;B;5.0;E;A;C;D;B;B;B;A;B;A;A;A;A;B;A;B;D;A;B;B
200003956707;2020;8;F;1;3;1;1;0;1;;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;B;C;A;B;3.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;B;B;B;A;A;A
