NU_INSCRICAO;NU_ANO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
200005936768;2020;18;F;1;2;1;1;14;1;;0;;;;;;;;3202405;Guarapari;32;ES;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;B;F;F;4.0;D;A;C;D;B;A;B;A;A;A;A;A;B;C;A;A;D;A;B;B
200006152105;2020;14;F;3;2;1;1;14;1;;0;;;;;;;;2800308;Aracaju;28;SE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;D;B;1.0;B;A;B;D;A;A;B;A;B;A;B;A;A;B;A;A;B;A;B;B
200005787891;2020;3;F;1;2;1;1;1;1;;0;;;;;;;;3136702;Juiz de Fora;31;MG;1;1;1;1;600.0;570.0;579.0;589.0;477.9;593.4;591.3;453.3;DCADDBEDAECCDDEBEAEAEECDBAADDEAECBDABCEAEBDCC;BDCECCECEDCCEAEAABBDAADCDDEAADDCBCCDEBABADDAE;99999ADBCADBCCEAADCADEADEBAEADEBDECDCEEDECDBEABBDB;BDBEABCDDCDADCBAACABCCCDBDDDAACBEDBBEEACACCDB;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;120.0;140.0;120.0;160.0;160.0;700.0;H;D;F;B;2.0;B;A;B;C;A;A;B;A;B;A;B;A;A;B;B;A;C;A;B;B
200005648808;2020;3;F;1;2;1;2;0;2;1.0;0;;;;;;;;3302403;Macaé;33;RJ;1;1;1;1;600.0;570.0;579.0;589.0;439.5;473.8;492.1;409.3;DCCDCDBCEBBDCDCBEADBDBECDEDBACCADECAADCCBBDAE;BCAEDABCBAAEACDECDBECAACDDCBEACADBEAABCDBDEEB;AABCE99999DBCECDBEDADBEABBECEDBBCBBDEBCDABBDBECDBB;BDCEBCDAAECDEBDDDEBEBAEDCDBDBEBCEAACDBBEECAAD;0;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;140.0;200.0;160.0;100.0;180.0;780.0;H;E;F;B;2.0;B;A;B;C;A;A;B;B;B;A;B;A;B;B;B;B;D;A;A;B
200004372689;2020;9;M;1;2;1;1;0;1;;0;;;;;;;;2611101;Petrolina;26;PE;1;1;1;1;599.0;568.0;578.0;590.0;404.3;352.1;426.2;393.6;AACDEEDCAECBCDAABBEEEABDEDCBCCCCCDEDAEACBEBDC;CDECEEBEDDACAABEAAADCBBCDEEADBCAACBBECCBAACAA;99999AACCABDEAAECCAAEBEBDABAEADBEDEEBBAADEBDDEAACA;BEEDEECCAEDBAEABABBEAAADDCDBEEBCDDEABABAAEDAD;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;80.0;100.0;100.0;80.0;60.0;420.0;C;C;C;A;4.0;C;A;B;D;A;A;B;A;B;B;A;A;A;B;A;A;C;A;A;B
200005142685;2020;2;F;1;2;1;2;0;2;1.0;0;1302603.0;Manaus;13.0;AM;2.0;1.0;1.0;1302603;Manaus;13;AM;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;D;C;B;6.0;A;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;C;A;A;B
200005571993;2020;12;M;2;2;1;1;14;1;;0;;;;;;;;3512803;Cosmópolis;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;E;F;C;3.0;D;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
200001897154;2020;13;F;1;2;1;1;13;1;;0;;;;;;;;2927408;Salvador;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;A;A;1.0;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
200004752012;2020;3;M;1;2;2;2;0;2;1.0;0;1600303.0;Macapá;16.0;AP;4.0;1.0;1.0;1600303;Macapá;16;AP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;G;D;E;6.0;B;A;B;C;B;A;A;B;B;A;A;A;A;C;A;A;E;B;A;B
200006622789;2020;9;M;1;2;1;1;7;1;;0;;;;;;;;3302858;Mesquita;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;D;B;B;3.0;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;B;A;B
200001145903;2020;3;M;1;2;1;2;0;2;1.0;0;3152501.0;Pouso Alegre;31.0;MG;4.0;1.0;1.0;3152501;Pouso Alegre;31;MG;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;F;E;E;D;2.0;I;A;B;C;B;A;B;B;B;A;B;A;B;B;A;A;C;A;B;B
200006094584;2020;5;F;1;2;1;1;2;1;;0;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;598.0;567.0;577.0;588.0;454.1;463.4;571.6;442.8;AAECDEDEEEADBCCCBECDECEAACEDDADBCCDDCACACCDAC;BBC.BDAAAAAAEAEBBBBAACACADCEADBABCCAABBEBECBA;DADAC99999CACBCBBEABDDACCCACAADAEBACAACADABCEAADBA;DEDBDAAEDCBAAACDBEDDBECBDAEBBCAEBEDDDCCBDCCCB;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;140.0;180.0;160.0;160.0;160.0;800.0;E;E;B;B;3.0;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;B;B
200002385716;2020;3;F;1;2;1;1;1;1;;0;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;679.0;648.0;658.0;670.0;523.2;490.0;513.0;539.2;CEEAEABBCBADBBABCDACBCEBCDCABCECCCEADDDEDCEBA;DDEDBBECCBDBCACEBECDCEDDCDCEBACCBBCCCCEDABEBA;EEAAC99999ECDCDAEEEEDDBDBEBABCCBCDDEBECEEAEABCAECB;BDAECDBCEDDAEADACDABCADADCDCCCECBBBDEBDDABABB;0;AAADECDBEADCCDACXEDCABEEACCDBCECACEABDEBECDBE;DDBDBCEECBAABCDEABCEEAEDCDCBAEDEDCACAABEAEECD;EEEABDDAEDECDCCADDCADEAEEDBDBCCBCEDABDAEAAAEBEBEBA;CDAECAAEBBBCDADEBCECDBEADAADCEAEBDBDBAECBEDBA;1.0;120.0;120.0;100.0;120.0;100.0;560.0;E;D;D;B;4.0;I;A;B;C;A;A;B;B;B;B;B;A;A;C;B;B;C;A;B;B
200001084953;2020;3;F;1;2;1;2;0;2;1.0;0;;;;;;;;3124005;Ervália;31;MG;1;1;1;1;598.0;567.0;577.0;588.0;439.0;403.6;553.3;387.5;DAECBDADECADCBCDDEAEDAEACBACCEEDEBEDBDEDBBACB;DEDCBDEADADBEEBCAECADACBEEBCBADCEAAAABADCEBEA;99999ADEBECADDEADAABDDBDDBADEBDDEABEBBAEDACCEACDBC;CAEAEEEEBDBABACDACADEDDDBBDACDCBCCAEBBACEBBCD;1;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;100.0;120.0;100.0;120.0;100.0;540.0;H;B;F;A;5.0;B;A;B;B;A;D;B;A;A;A;B;A;A;B;B;B;D;A;A;A
200005366664;2020;3;F;1;2;1;2;0;2;1.0;0;;;;;;;;3518800;Guarulhos;35;SP;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;D;B;B;4.0;B;A;B;B;A;A;B;A;B;A;B;A;B;B;B;A;C;A;A;B
200001275466;2020;4;F;1;2;1;2;0;2;1.0;0;;;;;;;;3304557;Rio de Janeiro;33;RJ;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;E;B;B;5.0;C;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
200005492314;2020;15;M;1;2;1;1;14;1;;0;;;;;;;;2704302;Maceió;27;AL;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;A;B;B;C;3.0;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;D;A;A;B
200003074110;2020;7;M;1;2;1;3;0;1;;1;;;;;;;;2930204;Sento Sé;29;BA;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;A;A;A;A;6.0;B;A;B;E;A;B;B;B;A;A;A;A;A;B;B;A;E;A;A;B
200004227171;2020;6;M;1;2;1;1;0;1;;0;;;;;;;;5300108;Brasília;53;DF;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;G;G;D;C;3.0;C;A;B;C;B;A;B;B;B;A;B;A;A;C;A;B;D;A;A;B
200001456949;2020;12;M;0;2;1;1;14;1;;0;;;;;;;;1501402;Belém;15;PA;1;1;1;1;600.0;570.0;579.0;589.0;393.8;550.9;490.9;500.1;DAEECCBBDDACCACECBBCEAEBEABDDEADECBBCADADEBDC;BABBECACBDCDEBCECAADBBCEEADEADACCCECBABEDDCDE;99999DCCCADEBCDABEEAEABCDABECDEACCBDAEEDDBCECABDAB;BDCCBBBAEEAADBEEBEBEAECDCCCEEDACDADDCDABEBBEB;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;120.0;40.0;40.0;120.0;40.0;360.0;D;E;D;C;5.0;E;A;C;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B
200001551040;2020;2;M;3;2;1;2;0;2;1.0;0;1505064.0;Novo Repartimento;15.0;PA;2.0;1.0;1.0;1505064;Novo Repartimento;15;PA;1;1;1;1;599.0;568.0;578.0;590.0;443.8;529.7;461.8;482.7;DEBAECEACDDDCBDCDACDBACDDEACBDDDDCACAAEEBBCDB;BBEDDECCEDDABBACEDCBAABAECABDEAADDABBEDAACCBD;99999CCAAEDEADCADCDEEDDAAEAEAACADDBCCBAADCDDAEEECB;DBECEADBDBBACECEBDAEABABEAECCEDCDDBECEBAAEBEB;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;80.0;120.0;120.0;100.0;80.0;500.0;E;E;D;D;5.0;D;B;E;E;B;B;B;C;B;B;B;A;A;C;A;B;E;A;B;B
200002167569;2020;11;M;1;2;1;1;12;1;;0;;;;;;;;3146107;Ouro Preto;31;MG;1;1;1;1;597.0;569.0;580.0;587.0;598.7;580.6;516.2;622.3;DDDECBEDAACECEDBCCEBCDDBACAAABDCEDEACDBACDABD;DECCADDBBDCACACDBABDDBCDCADCECACAADBECEDDDABD;99999ABEBDDBCEBCBECECADBDECCAEBAACEEDEADDEADBEAAEA;BACCABEDABBCDABBECDDDADADBDAEBCBCBCDBDBEABDAC;1;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;120.0;120.0;120.0;120.0;100.0;580.0;E;C;D;C;9.0;F;A;B;C;B;A;B;B;B;A;A;A;A;C;A;B;E;A;A;B
200002588684;2020;1;F;1;2;1;2;0;2;1.0;0;2807600.0;Umbaúba;28.0;SE;2.0;1.0;1.0;2807600;Umbaúba;28;SE;1;1;1;1;600.0;570.0;579.0;589.0;427.7;388.8;428.6;358.5;ABAACAEABEECADACDEBEBDDECADCCBAEAADCDCCBEDCAD;AA*BEEEBACDDAECDBBDEEDAEEBAEAACCAEBBAEABCEECD;99999ACBEBDCEBEDDEBCEECAEDEAADBACEECCEDEBEDEBBDEAC;CBBECDECBBECEECECCCCABBDBEDEACEBEEBBDACAEEAEB;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;120.0;160.0;100.0;140.0;140.0;660.0;B;B;A;A;3.0;B;C;B;C;A;B;B;A;A;A;A;A;A;B;B;A;B;A;A;A
200005021810;2020;1;M;1;2;1;3;0;1;;1;;;;;;;;5212709;Mambaí;52;GO;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;D;A;A;3.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200006299991;2020;9;M;1;2;1;1;3;1;;0;;;;;;;;1501402;Belém;15;PA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;D;B;A;5.0;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
200004106218;2020;5;F;1;2;1;1;1;1;;0;;;;;;;;2927408;Salvador;29;BA;1;1;1;1;598.0;567.0;577.0;588.0;375.6;444.4;483.1;466.4;AACBADABBEACDCEACBDBBDEDDBAEAABDDDDCEACBDCCDC;EBCCCADCADEDBADEADAAEADDBEAACCBDDEAAABDECAEDA;DACAA99999BACEBADABBDDADAAADACDAAADDBBEAAAEBADEDBD;CEDDBCDCCCAABACDBBADDDCBABCBADAEDBBBCDCBEBECC;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;120.0;140.0;120.0;140.0;160.0;680.0;D;E;B;B;2.0;B;A;B;C;A;A;B;B;B;A;B;A;A;B;A;B;C;A;A;B
200003574377;2020;2;F;1;2;1;2;0;2;1.0;0;5300108.0;Brasília;53.0;DF;2.0;1.0;1.0;5300108;Brasília;53;DF;1;1;1;1;597.0;569.0;580.0;587.0;408.2;430.3;497.3;418.6;DDECADCBDDEDCEBACAAEADACAECBCBDBCEACEDCDBCAAA;DECACDABEDADCECADBBDABDCDDEBEADDBAACBEDEADBDB;CAAAD99999EEAEBAACBBCADBDAECAACBADECDAACDDADCCEBCC;DADDEAABCEBCCBEAEDBCEBADBDEADCBADBACDCEDBCACC;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;160.0;200.0;160.0;120.0;120.0;760.0;F;F;B;D;2.0;D;A;B;C;B;A;B;A;B;A;B;A;A;B;B;A;C;A;B;B
200005667186;2020;6;M;1;2;1;1;2;1;;0;;;;;;;;3106200;Belo Horizonte;31;MG;0;1;1;0;;569.0;580.0;;;557.6;605.6;;;AEEAADEECABABCCDDDDDEDCCAECCAEEDADDBDCDCDDDBD;DABAA99999DEBEBECDBEAADCDBEAAEDBAEDADDEBDDBDACCBEA;;0;;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;;1.0;80.0;200.0;120.0;120.0;200.0;720.0;F;G;C;D;4.0;H;A;B;C;C;A;B;B;B;B;B;A;B;B;A;A;E;B;B;B
200003277789;2020;11;F;2;2;1;1;7;1;;0;;;;;;;;2928703;Santo Antônio de Jesus;29;BA;1;1;1;1;599.0;568.0;578.0;590.0;552.6;459.9;408.2;397.3;CDECAACCADAAEDCEDADCDECECDACCBDDDEADACCEACCBC;ECACBACEDEAABBDCCDDADBEAABDCDEACECABDBACCADEC;99999ACAEDCDBEAEEAEECBDBBEACADCDDACCDDACAEDACCEBDA;ECDBEDABDBEBDBAECABDACCDACCDEEACDDECBEADBCEDC;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;120.0;120.0;120.0;140.0;80.0;580.0;B;B;A;A;2.0;A;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;A;A;A;A
200002898680;2020;10;F;1;2;1;1;7;1;;0;;;;;;;;4108304;Foz do Iguaçu;41;PR;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;H;B;F;B;1.0;A;A;B;A;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
200003321319;2020;5;F;0;2;1;1;1;1;;0;;;;;;;;1600303;Macapá;16;AP;1;1;1;1;600.0;570.0;579.0;589.0;466.2;421.8;479.2;530.5;DBAEDACDECED*BCAEEEBDADCCACDACAACADCCDCECBCDA;ADDABABBDDADDAEBCBDBCEACBEACBECBDAEBDCCBEACBE;99999EBACCDCCEACACBAEABECCBDADEBAADDEEABAEBCBECADB;BEBDCCCABCBCECAEAECECECCEEEBDCCEBBCDEDBDEDACC;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;160.0;200.0;180.0;180.0;200.0;920.0;B;E;B;B;6.0;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
200004490449;2020;4;F;1;2;1;1;2;1;;0;;;;;;;;2903201;Barreiras;29;BA;1;1;1;1;597.0;569.0;580.0;587.0;584.4;592.3;556.5;595.4;DDDAEBDCADDEBECCACABCDCEDEBCAADCCDCAEBDDEDCAD;DECCBCDEDBEECBCDDABACBBACBEDAAEDACDADCECECBBD;CDBDA99999AACBBECCCACADBEDEAAEDCEAEDDCCBDEBDAABCDB;BABCCEDEEDACBEBDCCDBCDBEAAAAEBABABAAAEDABAEAC;0;DDBACBDDDECDAEDCCCEDBDDCBDDCAAECEDDACCBAEDCDX;DECCADEBDECBBECDDCBACDBDEEDABCDDAEDBECECBCCBD;DCEAAEEEACAACBBEBEBAAADBBAEBCEDBAADADDEADEBDACCAAA;DABCCAEDBBCCCABCACCBDXCCCBEEEDBBACCDACBAEBAEC;1.0;180.0;200.0;200.0;180.0;200.0;960.0;B;D;C;B;2.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
200004215220;2020;6;M;1;2;1;4;0;1;;0;;;;;;;;3550308;São Paulo;35;SP;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;E;D;B;B;2.0;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
200006574249;2020;12;M;3;2;1;1;0;1;;0;;;;;;;;2111300;São Luís;21;MA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;F;B;1.0;B;A;B;B;A;A;B;A;A;A;B;A;A;B;B;A;B;A;A;B
200002276970;2020;7;M;1;2;1;4;0;1;;0;;;;;;;;2500403;Alagoa Nova;25;PB;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;C;C;F;B;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
200005860248;2020;11;F;1;2;1;1;10;1;;0;;;;;;;;2602100;Bom Conselho;26;PE;1;1;1;1;598.0;567.0;577.0;588.0;350.9;380.4;564.5;404.0;DBABCEABCEDACABACEEDBAEDABCEEABDDADCEBCADBACA;ACAEBADCBCBDDAECACEDDBCEDABBBDDEBBACDAABDCBAA;AABCA99999AEDEAADEABADEBCCAADCDDEBAEBECADEBCECBDBA;CACDABDCEDABAAEAEBCCEBACEBAEBCCABDCBCEABCACDB;0;CEDBDDDCACCBDAEBADCBDCDXAAECEDDDECDDCBDDAEDCC;DABCBDDDAEDBECECBBEDEBDEECBCCCBACDCCADEBDECDD;AAEDCACEEECEAACBAEBBEDACDBAADADDEBBEBAAADEACAAADBB;AEBCCXCCCACCDABCCABCABCBAECEDBBDBEEEDBBACCDAC;1.0;140.0;160.0;160.0;140.0;140.0;740.0;H;E;F;A;3.0;B;A;B;B;A;A;B;A;A;A;B;A;A;B;B;A;C;A;A;A
200005602887;2020;6;M;1;2;1;1;0;1;;0;;;;;;;;2610707;Paulista;26;PE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;E;E;D;C;4.0;C;A;B;C;A;A;B;B;B;A;B;A;B;B;A;A;B;A;B;B
200004828516;2020;9;F;1;2;1;1;5;1;;0;;;;;;;;2301901;Barbalha;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;D;B;B;F;3.0;B;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A
200003908866;2020;3;F;1;2;1;1;1;1;;0;;;;;;;;1600303;Macapá;16;AP;1;1;1;1;599.0;568.0;578.0;590.0;499.4;562.3;544.3;387.7;EBCDCABEAEDCDBDADECEADBACAEABDEBDBADCEBCEBCAB;EBECBCBDECAADBBCDBEACBDCCBCDCCBACAEDADCDDEADE;99999BCEECCBBEDDDCEAEBABAEAA*BDCCDEDDAAACEABADAABA;BCADBECABCABDCABECAEBDCBACAEBCDACBDBBDABDCDBA;1;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;120.0;200.0;140.0;120.0;140.0;720.0;F;E;C;B;4.0;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
200004092751;2020;3;M;1;2;1;1;1;1;;0;;;;;;;;2919207;Lauro de Freitas;29;BA;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;C;C;F;5.0;B;A;B;C;A;C;B;A;A;A;A;A;A;B;A;B;E;A;A;B
200001262909;2020;2;M;1;2;1;2;0;3;1.0;0;2700300.0;Arapiraca;27.0;AL;4.0;1.0;1.0;2700300;Arapiraca;27;AL;1;1;1;1;600.0;570.0;579.0;589.0;554.0;689.8;628.1;637.5;DCCCDBCDCADDDBBCAAEBBCCBBEACCEBEBDCBCECBEEADD;BDDADEECBACDEDEEBDEEDAACDDCBBDECACCCABBDAACDE;99999AEDCBDBACAAADAADEBBEBEAADEBADCDAAADEEABCABBCA;BDDCCCEBCEAEDBACBDDEBBDCADBAEBDCEACEECECCBDCA;1;DCDXDCCAEBADCBAAEACCBCEDDCBDDDAEDDCDECCEDBDDD;BDDBECECBACDBDEEBDEDDAECDDCCADECBCCCBBEDABCDE;AACDEEEECADBBCAAADBADEABEBAAADEBADADAEBDACAACBBECE;BAECDBBXCCCBDBACCDBEEEBCCAABCCACEACCEDBCABCDA;1.0;160.0;180.0;160.0;160.0;200.0;860.0;F;C;D;F;4.0;H;A;E;E;B;A;B;B;B;A;B;A;B;E;A;B;E;A;C;B
200004327615;2020;4;M;0;2;1;2;0;2;1.0;0;;;;;;;;2303709;Caucaia;23;CE;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;C;C;B;B;4.0;B;C;B;B;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A
200003526270;2020;5;F;1;2;1;1;2;1;;0;;;;;;;;3120904;Curvelo;31;MG;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;B;B;A;A;4.0;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
200003956399;2020;3;F;1;2;1;1;1;1;;0;;;;;;;;1702208;Araguatins;17;TO;1;1;1;1;599.0;568.0;578.0;590.0;433.7;456.2;492.4;549.2;BCACEADDEACDCEDAABDABADEDABCCDADDDBCEEABECEDD;BBCCDACBEDAADCABEADACBAADEBEDDAACEBDACACDAEEC;ACCCD99999ECADAEDBCAECDDEEBEDBAADDBACAABDCBECDEBBC;CBBDCBABEBBABDEBBCBEDDECDEBCBEBECCADBDCEAECAB;0;CBDDDDCAAECEDDCEDBDDAEDECAEDCCDDDCBDCDXBAACCB;BDECBCCDEDDAEBDCDDCBBEDABCCBACDBDEECCADEDBECE;CDEAACAEEEBEBADADAAAAACBAEBDEADACDBBDBACECAAADEBBE;CABCAACCACDABEEEBAECXCCCEEDBACCDBCCABBCCBDDBB;1.0;120.0;120.0;120.0;120.0;120.0;600.0;E;B;A;B;3.0;C;B;C;D;A;A;B;B;B;A;B;A;A;B;B;A;D;A;A;B
200003936951;2020;10;F;1;2;1;1;0;1;;0;;;;;;;;3205309;Vitória;32;ES;0;0;0;0;;;;;;;;;;;;;1;;;;;;;;;;;;A;E;F;F;3.0;A;B;B;B;A;A;B;A;A;A;B;A;A;B;B;A;B;B;B;B
